OM;SIGLA OM;UF;IDENTIFICADOR DO TIPO DE EMBARCAÇÃO;TOTAL DE EMBARCAÇÕES DESSE TIPO
Capitania dos Portos do Ceará;CPFTZA;CE;32;3
Capitania dos Portos do Ceará;CPFTZA;CE;33;6
Capitania dos Portos do Ceará;CPFTZA;CE;44;1
Capitania dos Portos do Ceará;CPFTZA;CE;59;10
Capitania dos Portos do Ceará;CPFTZA;CE;34;1487
Capitania dos Portos do Ceará;CPFTZA;CE;105;10
Capitania dos Portos do Ceará;CPFTZA;CE;103;1
Capitania dos Portos do Ceará;CPFTZA;CE;35;1096
Capitania dos Portos do Ceará;CPFTZA;CE;108;978
Capitania dos Portos do Ceará;CPFTZA;CE;37;42
Capitania dos Portos do Ceará;CPFTZA;CE;99;89
Capitania dos Portos do Ceará;CPFTZA;CE;13;7
Capitania dos Portos do Ceará;CPFTZA;CE;63;1
Capitania dos Portos do Ceará;CPFTZA;CE;38;659
Capitania dos Portos do Ceará;CPFTZA;CE;41;10
Capitania dos Portos do Ceará;CPFTZA;CE;42;1
Capitania dos Portos do Ceará;CPFTZA;CE;45;6
Capitania dos Portos do Ceará;CPFTZA;CE;106;2
Capitania dos Portos do Ceará;CPFTZA;CE;43;51
Capitania dos Portos do Espírito Santo;CPVITO;ES;109;1
Capitania dos Portos do Espírito Santo;CPVITO;ES;107;1
Capitania dos Portos do Espírito Santo;CPVITO;ES;52;3
Capitania dos Portos do Espírito Santo;CPVITO;ES;48;131
Capitania dos Portos do Espírito Santo;CPVITO;ES;25;40
Capitania dos Portos do Espírito Santo;CPVITO;ES;53;6
Capitania dos Portos do Espírito Santo;CPVITO;ES;26;8578
Capitania dos Portos do Espírito Santo;CPVITO;ES;27;7
Capitania dos Portos do Espírito Santo;CPVITO;ES;55;16
Capitania dos Portos do Espírito Santo;CPVITO;ES;54;5
Capitania dos Portos do Espírito Santo;CPVITO;ES;51;1150
Capitania dos Portos do Espírito Santo;CPVITO;ES;10;2
Capitania dos Portos do Espírito Santo;CPVITO;ES;28;73
Capitania dos Portos do Espírito Santo;CPVITO;ES;31;61
Capitania dos Portos do Espírito Santo;CPVITO;ES;32;21
Capitania dos Portos do Espírito Santo;CPVITO;ES;33;66
Capitania dos Portos do Espírito Santo;CPVITO;ES;7;1
Capitania dos Portos do Espírito Santo;CPVITO;ES;44;1
Capitania dos Portos do Espírito Santo;CPVITO;ES;59;1
Capitania dos Portos do Espírito Santo;CPVITO;ES;34;13
Capitania dos Portos do Espírito Santo;CPVITO;ES;105;8
Capitania dos Portos do Espírito Santo;CPVITO;ES;103;1
Capitania dos Portos do Espírito Santo;CPVITO;ES;35;2931
Capitania dos Portos do Espírito Santo;CPVITO;ES;47;1
Capitania dos Portos do Espírito Santo;CPVITO;ES;108;3280
Capitania dos Portos do Espírito Santo;CPVITO;ES;37;6
Capitania dos Portos do Espírito Santo;CPVITO;ES;61;1
Capitania dos Portos do Espírito Santo;CPVITO;ES;99;1778
Capitania dos Portos do Espírito Santo;CPVITO;ES;13;8
Capitania dos Portos do Espírito Santo;CPVITO;ES;20;1
Capitania dos Portos do Espírito Santo;CPVITO;ES;38;484
Capitania dos Portos do Espírito Santo;CPVITO;ES;39;3
Capitania dos Portos do Espírito Santo;CPVITO;ES;18;1
Capitania dos Portos do Espírito Santo;CPVITO;ES;41;24
Capitania dos Portos do Espírito Santo;CPVITO;ES;9;1
Capitania dos Portos do Espírito Santo;CPVITO;ES;42;51
Capitania dos Portos do Espírito Santo;CPVITO;ES;45;2
Capitania dos Portos do Espírito Santo;CPVITO;ES;2;1
Capitania dos Portos do Espírito Santo;CPVITO;ES;46;33
Capitania dos Portos do Espírito Santo;CPVITO;ES;43;162
Capitania dos Portos do Maranhão;CPLUIZ;MA;23;1
Capitania dos Portos do Maranhão;CPLUIZ;MA;107;1
Capitania dos Portos do Maranhão;CPLUIZ;MA;48;34
Capitania dos Portos do Maranhão;CPLUIZ;MA;25;170
Capitania dos Portos do Maranhão;CPLUIZ;MA;53;2
Capitania dos Portos do Maranhão;CPLUIZ;MA;26;252
Capitania dos Portos do Maranhão;CPLUIZ;MA;51;45
Capitania dos Portos do Maranhão;CPLUIZ;MA;10;93
Capitania dos Portos do Maranhão;CPLUIZ;MA;28;15
Capitania dos Portos do Maranhão;CPLUIZ;MA;31;7
Capitania dos Portos do Maranhão;CPLUIZ;MA;57;13
Capitania dos Portos do Maranhão;CPLUIZ;MA;32;3
Capitania dos Portos do Maranhão;CPLUIZ;MA;33;28
Capitania dos Portos do Maranhão;CPLUIZ;MA;7;5
Capitania dos Portos do Maranhão;CPLUIZ;MA;44;1
Capitania dos Portos do Maranhão;CPLUIZ;MA;59;1
Capitania dos Portos do Maranhão;CPLUIZ;MA;34;3
Capitania dos Portos do Maranhão;CPLUIZ;MA;105;10
Capitania dos Portos do Maranhão;CPLUIZ;MA;103;1
Capitania dos Portos do Maranhão;CPLUIZ;MA;35;1397
Capitania dos Portos do Maranhão;CPLUIZ;MA;108;689
Capitania dos Portos do Maranhão;CPLUIZ;MA;37;78
Capitania dos Portos do Maranhão;CPLUIZ;MA;99;506
Capitania dos Portos do Maranhão;CPLUIZ;MA;13;209
Capitania dos Portos do Maranhão;CPLUIZ;MA;63;85
Capitania dos Portos do Maranhão;CPLUIZ;MA;20;2
Capitania dos Portos do Maranhão;CPLUIZ;MA;38;2460
Capitania dos Portos do Maranhão;CPLUIZ;MA;39;5
Capitania dos Portos do Maranhão;CPLUIZ;MA;4;26
Capitania dos Portos do Maranhão;CPLUIZ;MA;18;2
Capitania dos Portos do Maranhão;CPLUIZ;MA;6;1
Capitania dos Portos do Maranhão;CPLUIZ;MA;41;22
Capitania dos Portos do Maranhão;CPLUIZ;MA;12;8
Capitania dos Portos do Maranhão;CPLUIZ;MA;22;1
Capitania dos Portos do Maranhão;CPLUIZ;MA;45;3
Capitania dos Portos do Maranhão;CPLUIZ;MA;2;4
Capitania dos Portos do Maranhão;CPLUIZ;MA;43;74
Capitania dos Portos do Paraná;CPAGUA;PR;23;1
Capitania dos Portos do Paraná;CPAGUA;PR;52;1
Capitania dos Portos do Paraná;CPAGUA;PR;48;36
Capitania dos Portos do Paraná;CPAGUA;PR;25;12
Capitania dos Portos do Paraná;CPAGUA;PR;53;2
Capitania dos Portos do Paraná;CPAGUA;PR;26;7430
Capitania dos Portos do Paraná;CPAGUA;PR;55;3
Capitania dos Portos do Paraná;CPAGUA;PR;54;2
Capitania dos Portos do Paraná;CPAGUA;PR;51;2974
Capitania dos Portos do Paraná;CPAGUA;PR;28;45
Capitania dos Portos do Paraná;CPAGUA;PR;30;1
Capitania dos Portos do Paraná;CPAGUA;PR;31;36
Capitania dos Portos do Paraná;CPAGUA;PR;57;4
Capitania dos Portos do Paraná;CPAGUA;PR;32;13
Capitania dos Portos do Paraná;CPAGUA;PR;33;19
Capitania dos Portos do Paraná;CPAGUA;PR;44;2
Capitania dos Portos do Paraná;CPAGUA;PR;59;2
Capitania dos Portos do Paraná;CPAGUA;PR;34;5
Capitania dos Portos do Paraná;CPAGUA;PR;105;11
Capitania dos Portos do Paraná;CPAGUA;PR;103;3
Capitania dos Portos do Paraná;CPAGUA;PR;35;9826
Capitania dos Portos do Paraná;CPAGUA;PR;60;1
Capitania dos Portos do Paraná;CPAGUA;PR;108;2639
Capitania dos Portos do Paraná;CPAGUA;PR;37;3
Capitania dos Portos do Paraná;CPAGUA;PR;99;4309
Capitania dos Portos do Paraná;CPAGUA;PR;13;21
Capitania dos Portos do Paraná;CPAGUA;PR;63;2
Capitania dos Portos do Paraná;CPAGUA;PR;38;143
Capitania dos Portos do Paraná;CPAGUA;PR;4;1
Capitania dos Portos do Paraná;CPAGUA;PR;111;1
Capitania dos Portos do Paraná;CPAGUA;PR;41;16
Capitania dos Portos do Paraná;CPAGUA;PR;12;3
Capitania dos Portos do Paraná;CPAGUA;PR;2;1
Capitania dos Portos do Paraná;CPAGUA;PR;46;1
Capitania dos Portos do Paraná;CPAGUA;PR;43;602
Capitania dos Portos do Piauí;CPPARN;PI;48;33
Capitania dos Portos do Piauí;CPPARN;PI;26;93
Capitania dos Portos do Piauí;CPPARN;PI;51;294
Capitania dos Portos do Piauí;CPPARN;PI;10;3
Capitania dos Portos do Piauí;CPPARN;PI;28;6
Capitania dos Portos do Piauí;CPPARN;PI;31;17
Capitania dos Portos do Piauí;CPPARN;PI;57;3
Capitania dos Portos do Piauí;CPPARN;PI;33;16
Capitania dos Portos do Piauí;CPPARN;PI;59;2
Capitania dos Portos do Piauí;CPPARN;PI;34;33
Capitania dos Portos do Piauí;CPPARN;PI;105;21
Capitania dos Portos do Piauí;CPPARN;PI;35;761
Capitania dos Portos do Piauí;CPPARN;PI;108;605
Capitania dos Portos do Piauí;CPPARN;PI;37;6
Capitania dos Portos do Piauí;CPPARN;PI;99;844
Capitania dos Portos do Piauí;CPPARN;PI;13;2
Capitania dos Portos do Piauí;CPPARN;PI;63;11
Capitania dos Portos do Piauí;CPPARN;PI;38;344
Capitania dos Portos do Piauí;CPPARN;PI;41;7
Capitania dos Portos do Piauí;CPPARN;PI;43;2
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;23;3
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;109;1
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;107;1
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;52;12
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;102;14
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;48;324
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;25;440
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;53;21
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;26;5946
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;27;29
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;55;9
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;54;9
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;51;116
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;10;34
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;28;317
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;30;40
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;31;116
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;57;5
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;32;52
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;104;1
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;24;19
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;58;3
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;33;632
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;7;24
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;44;9
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;59;106
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;34;69
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;105;22
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;103;12
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;35;15450
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;60;5
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;47;73
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;100;1
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;108;4132
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;37;97
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;61;8
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;99;11616
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;13;39
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;63;3
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;38;314
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;39;45
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;4;77
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;111;2
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;18;4
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;1;9
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;17;26
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;8;9
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;6;5
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;110;1
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;41;448
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;9;1
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;12;2
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;42;52
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;22;19
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;45;355
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;2;1
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;46;620
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;15;3
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;106;14
Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;43;4779
Capitania dos Portos do Rio Grande do Norte;CPNATL;RN;48;101
Capitania dos Portos do Rio Grande do Norte;CPNATL;RN;53;1
Capitania dos Portos do Rio Grande do Norte;CPNATL;RN;26;1021
Capitania dos Portos do Rio Grande do Norte;CPNATL;RN;51;288
Capitania dos Portos do Rio Grande do Norte;CPNATL;RN;10;11
Capitania dos Portos do Rio Grande do Norte;CPNATL;RN;28;4
Capitania dos Portos do Rio Grande do Norte;CPNATL;RN;31;5
Capitania dos Portos do Rio Grande do Norte;CPNATL;RN;32;5
Capitania dos Portos do Rio Grande do Norte;CPNATL;RN;33;9
Capitania dos Portos do Rio Grande do Norte;CPNATL;RN;7;1
Capitania dos Portos do Rio Grande do Norte;CPNATL;RN;44;1
Capitania dos Portos do Rio Grande do Norte;CPNATL;RN;59;5
Capitania dos Portos do Rio Grande do Norte;CPNATL;RN;34;1192
Capitania dos Portos do Rio Grande do Norte;CPNATL;RN;105;16
Capitania dos Portos do Rio Grande do Norte;CPNATL;RN;35;825
Capitania dos Portos do Rio Grande do Norte;CPNATL;RN;47;4
Capitania dos Portos do Rio Grande do Norte;CPNATL;RN;108;712
Capitania dos Portos do Rio Grande do Norte;CPNATL;RN;37;62
Capitania dos Portos do Rio Grande do Norte;CPNATL;RN;61;1
Capitania dos Portos do Rio Grande do Norte;CPNATL;RN;99;686
Capitania dos Portos do Rio Grande do Norte;CPNATL;RN;13;15
Capitania dos Portos do Rio Grande do Norte;CPNATL;RN;63;1
Capitania dos Portos do Rio Grande do Norte;CPNATL;RN;38;217
Capitania dos Portos do Rio Grande do Norte;CPNATL;RN;39;1
Capitania dos Portos do Rio Grande do Norte;CPNATL;RN;41;5
Capitania dos Portos do Rio Grande do Norte;CPNATL;RN;42;2
Capitania dos Portos do Rio Grande do Norte;CPNATL;RN;45;1
Capitania dos Portos do Rio Grande do Norte;CPNATL;RN;46;1
Capitania dos Portos do Rio Grande do Norte;CPNATL;RN;43;58
Capitania dos Portos do Rio Grande do Sul;CPGRAN;RS;52;2
Capitania dos Portos do Rio Grande do Sul;CPGRAN;RS;48;19
Capitania dos Portos do Rio Grande do Sul;CPGRAN;RS;25;6
Capitania dos Portos do Rio Grande do Sul;CPGRAN;RS;53;2
Capitania dos Portos do Rio Grande do Sul;CPGRAN;RS;26;5899
Capitania dos Portos do Rio Grande do Sul;CPGRAN;RS;27;2
Capitania dos Portos do Rio Grande do Sul;CPGRAN;RS;55;2
Capitania dos Portos do Rio Grande do Sul;CPGRAN;RS;54;263
Capitania dos Portos do Rio Grande do Sul;CPGRAN;RS;51;269
Capitania dos Portos do Rio Grande do Sul;CPGRAN;RS;10;4
Capitania dos Portos do Rio Grande do Sul;CPGRAN;RS;28;4
Capitania dos Portos do Rio Grande do Sul;CPGRAN;RS;31;70
Capitania dos Portos do Rio Grande do Sul;CPGRAN;RS;57;2
Capitania dos Portos do Rio Grande do Sul;CPGRAN;RS;32;11
Capitania dos Portos do Rio Grande do Sul;CPGRAN;RS;24;1
Capitania dos Portos do Rio Grande do Sul;CPGRAN;RS;33;2
Capitania dos Portos do Rio Grande do Sul;CPGRAN;RS;44;1
Capitania dos Portos do Rio Grande do Sul;CPGRAN;RS;59;5
Capitania dos Portos do Rio Grande do Sul;CPGRAN;RS;105;2
Capitania dos Portos do Rio Grande do Sul;CPGRAN;RS;35;1076
Capitania dos Portos do Rio Grande do Sul;CPGRAN;RS;60;2
Capitania dos Portos do Rio Grande do Sul;CPGRAN;RS;108;491
Capitania dos Portos do Rio Grande do Sul;CPGRAN;RS;37;3
Capitania dos Portos do Rio Grande do Sul;CPGRAN;RS;99;1899
Capitania dos Portos do Rio Grande do Sul;CPGRAN;RS;13;2
Capitania dos Portos do Rio Grande do Sul;CPGRAN;RS;38;179
Capitania dos Portos do Rio Grande do Sul;CPGRAN;RS;39;2
Capitania dos Portos do Rio Grande do Sul;CPGRAN;RS;4;4
Capitania dos Portos do Rio Grande do Sul;CPGRAN;RS;111;1
Capitania dos Portos do Rio Grande do Sul;CPGRAN;RS;17;2
Capitania dos Portos do Rio Grande do Sul;CPGRAN;RS;110;1
Capitania dos Portos do Rio Grande do Sul;CPGRAN;RS;41;14
Capitania dos Portos do Rio Grande do Sul;CPGRAN;RS;12;1
Capitania dos Portos do Rio Grande do Sul;CPGRAN;RS;46;2
Capitania dos Portos do Rio Grande do Sul;CPGRAN;RS;43;419
Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;107;1
Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;48;1704
Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;25;220
Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;53;2
Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;26;112
Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;27;5
Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;51;92
Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;10;1528
Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;28;9
Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;30;8
Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;31;17
Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;57;267
Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;58;1
Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;33;281
Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;7;68
Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;59;43
Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;34;1
Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;105;4
Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;103;2
Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;35;6135
Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;60;1
Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;108;1287
Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;37;39
Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;99;144
Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;13;587
Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;63;569
Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;20;1
Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;38;1189
Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;39;4
Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;4;18
Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;111;1
Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;8;8
Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;41;823
Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;9;2
Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;12;24
Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;22;1
Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;2;59
Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;15;2
Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;106;1
Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;43;5
Capitania Fluvial de Brasília;CPFBRA;DF;48;73
Capitania Fluvial de Brasília;CPFBRA;DF;25;25
Capitania Fluvial de Brasília;CPFBRA;DF;53;1
Capitania Fluvial de Brasília;CPFBRA;DF;26;4754
Capitania Fluvial de Brasília;CPFBRA;DF;27;3
Capitania Fluvial de Brasília;CPFBRA;DF;55;3
Capitania Fluvial de Brasília;CPFBRA;DF;51;1039
Capitania Fluvial de Brasília;CPFBRA;DF;10;4
Capitania Fluvial de Brasília;CPFBRA;DF;28;13432
Capitania Fluvial de Brasília;CPFBRA;DF;31;211
Capitania Fluvial de Brasília;CPFBRA;DF;57;3
Capitania Fluvial de Brasília;CPFBRA;DF;32;3
Capitania Fluvial de Brasília;CPFBRA;DF;33;136
Capitania Fluvial de Brasília;CPFBRA;DF;50;1
Capitania Fluvial de Brasília;CPFBRA;DF;44;1
Capitania Fluvial de Brasília;CPFBRA;DF;34;91
Capitania Fluvial de Brasília;CPFBRA;DF;105;46
Capitania Fluvial de Brasília;CPFBRA;DF;103;5
Capitania Fluvial de Brasília;CPFBRA;DF;35;7863
Capitania Fluvial de Brasília;CPFBRA;DF;60;1
Capitania Fluvial de Brasília;CPFBRA;DF;47;2
Capitania Fluvial de Brasília;CPFBRA;DF;108;6049
Capitania Fluvial de Brasília;CPFBRA;DF;37;79
Capitania Fluvial de Brasília;CPFBRA;DF;99;16701
Capitania Fluvial de Brasília;CPFBRA;DF;13;11
Capitania Fluvial de Brasília;CPFBRA;DF;1;1
Capitania Fluvial de Brasília;CPFBRA;DF;41;26
Capitania Fluvial de Brasília;CPFBRA;DF;42;4
Capitania Fluvial de Brasília;CPFBRA;DF;46;3
Capitania Fluvial de Brasília;CPFBRA;DF;43;990
Capitania Fluvial de Porto Alegre;CFALEG;RS;109;1
Capitania Fluvial de Porto Alegre;CFALEG;RS;102;1
Capitania Fluvial de Porto Alegre;CFALEG;RS;48;99
Capitania Fluvial de Porto Alegre;CFALEG;RS;25;35
Capitania Fluvial de Porto Alegre;CFALEG;RS;53;5
Capitania Fluvial de Porto Alegre;CFALEG;RS;26;9587
Capitania Fluvial de Porto Alegre;CFALEG;RS;27;3
Capitania Fluvial de Porto Alegre;CFALEG;RS;55;4
Capitania Fluvial de Porto Alegre;CFALEG;RS;54;19
Capitania Fluvial de Porto Alegre;CFALEG;RS;51;185
Capitania Fluvial de Porto Alegre;CFALEG;RS;10;10
Capitania Fluvial de Porto Alegre;CFALEG;RS;28;73
Capitania Fluvial de Porto Alegre;CFALEG;RS;31;263
Capitania Fluvial de Porto Alegre;CFALEG;RS;57;12
Capitania Fluvial de Porto Alegre;CFALEG;RS;32;13
Capitania Fluvial de Porto Alegre;CFALEG;RS;33;38
Capitania Fluvial de Porto Alegre;CFALEG;RS;7;85
Capitania Fluvial de Porto Alegre;CFALEG;RS;50;2
Capitania Fluvial de Porto Alegre;CFALEG;RS;44;4
Capitania Fluvial de Porto Alegre;CFALEG;RS;59;7
Capitania Fluvial de Porto Alegre;CFALEG;RS;34;10
Capitania Fluvial de Porto Alegre;CFALEG;RS;105;18
Capitania Fluvial de Porto Alegre;CFALEG;RS;103;1
Capitania Fluvial de Porto Alegre;CFALEG;RS;35;7215
Capitania Fluvial de Porto Alegre;CFALEG;RS;60;3
Capitania Fluvial de Porto Alegre;CFALEG;RS;108;4968
Capitania Fluvial de Porto Alegre;CFALEG;RS;37;31
Capitania Fluvial de Porto Alegre;CFALEG;RS;99;944
Capitania Fluvial de Porto Alegre;CFALEG;RS;13;5
Capitania Fluvial de Porto Alegre;CFALEG;RS;63;2
Capitania Fluvial de Porto Alegre;CFALEG;RS;38;25
Capitania Fluvial de Porto Alegre;CFALEG;RS;4;4
Capitania Fluvial de Porto Alegre;CFALEG;RS;18;1
Capitania Fluvial de Porto Alegre;CFALEG;RS;1;4
Capitania Fluvial de Porto Alegre;CFALEG;RS;6;1
Capitania Fluvial de Porto Alegre;CFALEG;RS;41;95
Capitania Fluvial de Porto Alegre;CFALEG;RS;12;1
Capitania Fluvial de Porto Alegre;CFALEG;RS;42;1
Capitania Fluvial de Porto Alegre;CFALEG;RS;2;3
Capitania Fluvial de Porto Alegre;CFALEG;RS;46;2
Capitania Fluvial de Porto Alegre;CFALEG;RS;106;2
Capitania Fluvial de Porto Alegre;CFALEG;RS;43;1130
Capitania Fluvial de Santarém;CFAREM;PA;23;1
Capitania Fluvial de Santarém;CFAREM;PA;52;4
Capitania Fluvial de Santarém;CFAREM;PA;102;1
Capitania Fluvial de Santarém;CFAREM;PA;48;475
Capitania Fluvial de Santarém;CFAREM;PA;25;62
Capitania Fluvial de Santarém;CFAREM;PA;53;7
Capitania Fluvial de Santarém;CFAREM;PA;26;38
Capitania Fluvial de Santarém;CFAREM;PA;51;128
Capitania Fluvial de Santarém;CFAREM;PA;10;422
Capitania Fluvial de Santarém;CFAREM;PA;56;1
Capitania Fluvial de Santarém;CFAREM;PA;30;2
Capitania Fluvial de Santarém;CFAREM;PA;31;49
Capitania Fluvial de Santarém;CFAREM;PA;57;132
Capitania Fluvial de Santarém;CFAREM;PA;32;1
Capitania Fluvial de Santarém;CFAREM;PA;33;86
Capitania Fluvial de Santarém;CFAREM;PA;7;3
Capitania Fluvial de Santarém;CFAREM;PA;59;80
Capitania Fluvial de Santarém;CFAREM;PA;105;3
Capitania Fluvial de Santarém;CFAREM;PA;35;2119
Capitania Fluvial de Santarém;CFAREM;PA;108;434
Capitania Fluvial de Santarém;CFAREM;PA;37;15
Capitania Fluvial de Santarém;CFAREM;PA;61;1
Capitania Fluvial de Santarém;CFAREM;PA;99;95
Capitania Fluvial de Santarém;CFAREM;PA;13;1274
Capitania Fluvial de Santarém;CFAREM;PA;63;2204
Capitania Fluvial de Santarém;CFAREM;PA;20;5
Capitania Fluvial de Santarém;CFAREM;PA;38;2956
Capitania Fluvial de Santarém;CFAREM;PA;4;23
Capitania Fluvial de Santarém;CFAREM;PA;41;55
Capitania Fluvial de Santarém;CFAREM;PA;9;3
Capitania Fluvial de Santarém;CFAREM;PA;12;21
Capitania Fluvial de Santarém;CFAREM;PA;2;16
Capitania Fluvial de Santarém;CFAREM;PA;106;1
Capitania Fluvial de Santarém;CFAREM;PA;43;2
Capitania Fluvial de Tabatinga;CFT;AM;23;1
Capitania Fluvial de Tabatinga;CFT;AM;109;1
Capitania Fluvial de Tabatinga;CFT;AM;48;30
Capitania Fluvial de Tabatinga;CFT;AM;25;1
Capitania Fluvial de Tabatinga;CFT;AM;53;8
Capitania Fluvial de Tabatinga;CFT;AM;26;572
Capitania Fluvial de Tabatinga;CFT;AM;55;4
Capitania Fluvial de Tabatinga;CFT;AM;51;1215
Capitania Fluvial de Tabatinga;CFT;AM;10;49
Capitania Fluvial de Tabatinga;CFT;AM;31;4
Capitania Fluvial de Tabatinga;CFT;AM;57;17
Capitania Fluvial de Tabatinga;CFT;AM;33;112
Capitania Fluvial de Tabatinga;CFT;AM;59;5
Capitania Fluvial de Tabatinga;CFT;AM;103;1
Capitania Fluvial de Tabatinga;CFT;AM;35;457
Capitania Fluvial de Tabatinga;CFT;AM;108;1
Capitania Fluvial de Tabatinga;CFT;AM;99;127
